id_venda,data_venda,id_produto,id_cliente,canal_venda,quantidade,preco_unitario,custo_unitario,regiao,receita_liquida,custo_total,margem_bruta_total,mes_nome,ano_mes,id_prod_ref,nome_produto,categoria_produto,marca_produto,faixa_etaria,genero_cliente,estado_cliente,meta_receita,meta_margem
143,2024-12-05,12,35,Site,3,1315.96,2266.58,Centro-Oeste,3947.88,6799.74,-2851.8599999999997,Dec,2024-12-01,12,Produto_12,Acessório,SmartHub,18-25,M,PR,,
144,2024-09-10,3,18,App,1,7818.55,4009.36,Centro-Oeste,7818.55,4009.36,3809.19,Sep,2024-09-01,3,Produto_3,Acessório,TechOne,26-35,F,PR,,
145,2024-08-14,20,14,Marketplace,2,4403.7,779.97,Sudeste,8807.4,1559.94,7247.459999999999,Aug,2024-08-01,20,Produto_20,Notebook,SmartHub,36-45,M,RS,,
146,2024-04-21,12,20,App,2,1171.94,5727.36,Nordeste,2343.88,11454.72,-9110.84,Apr,2024-04-01,12,Produto_12,Acessório,SmartHub,18-25,F,BA,,
147,2024-04-08,17,18,Site,2,7159.72,5204.18,Centro-Oeste,14319.44,10408.36,3911.08,Apr,2024-04-01,17,Produto_17,Notebook,NovaTech,26-35,F,PR,,
148,2024-06-01,10,10,Site,4,689.64,3497.12,Centro-Oeste,2758.56,13988.48,-11229.92,Jun,2024-06-01,10,Produto_10,Acessório,TechOne,18-25,F,SP,242511.4,53.36185845283974
149,2024-12-14,14,25,App,3,7271.11,4070.3,Norte,21813.329999999998,12210.900000000001,9602.429999999997,Dec,2024-12-01,14,Produto_14,Acessório,SmartHub,18-25,F,MG,,
150,2024-12-31,17,2,Site,2,7972.87,178.63,Sul,15945.74,357.26,15588.48,Dec,2024-12-01,17,Produto_17,Notebook,NovaTech,26-35,M,MG,,
151,2024-12-03,18,25,Marketplace,2,5633.41,2086.55,Nordeste,11266.82,4173.1,7093.719999999999,Dec,2024-12-01,18,Produto_18,Notebook,NovaTech,18-25,F,MG,,
152,2024-07-12,19,33,Site,1,6186.53,4790.31,Sul,6186.53,4790.31,1396.2199999999993,Jul,2024-07-01,19,Produto_19,Notebook,NovaTech,36-45,F,BA,536793.41,22.771958023851298
153,2024-11-05,17,36,Site,1,2764.69,538.7,Nordeste,2764.69,538.7,2225.99,Nov,2024-11-01,17,Produto_17,Notebook,NovaTech,46-60,M,PR,390819.29,42.07243455152892
154,2024-06-11,14,31,Site,3,7538.46,1751.3,Centro-Oeste,22615.38,5253.9,17361.480000000003,Jun,2024-06-01,14,Produto_14,Acessório,SmartHub,36-45,F,MG,242511.4,53.36185845283974
155,2024-07-26,9,14,App,3,4284.74,3544.96,Norte,12854.22,10634.880000000001,2219.3399999999983,Jul,2024-07-01,9,Produto_9,Acessório,NovaTech,36-45,M,RS,536793.41,22.771958023851298
156,2024-06-17,8,1,App,5,5885.87,1597.97,Sul,29429.35,7989.85,21439.5,Jun,2024-06-01,8,Produto_8,Notebook,TechOne,26-35,F,SP,242511.4,53.36185845283974
157,2024-06-09,2,46,Site,1,7400.45,5609.15,Centro-Oeste,7400.45,5609.15,1791.3000000000002,Jun,2024-06-01,2,Produto_2,Smartphone,NovaTech,26-35,F,BA,242511.4,53.36185845283974
158,2024-03-08,13,16,Site,5,7803.92,855.87,Nordeste,39019.6,4279.35,34740.25,Mar,2024-03-01,13,Produto_13,Smartphone,SmartHub,18-25,F,SP,541782.03,12.319602036265396
159,2024-10-15,7,46,App,4,6682.31,4800.57,Sul,26729.24,19202.28,7526.960000000003,Oct,2024-10-01,7,Produto_7,Acessório,DataX,26-35,F,BA,,
160,2024-10-03,9,3,Site,5,2493.84,3087.06,Sul,12469.2,15435.3,-2966.0999999999985,Oct,2024-10-01,9,Produto_9,Acessório,NovaTech,36-45,M,MG,,
161,2024-10-30,11,35,App,2,7735.73,4521.96,Centro-Oeste,15471.46,9043.92,6427.539999999999,Oct,2024-10-01,11,Produto_11,Acessório,TechOne,18-25,M,PR,,
162,2024-05-14,14,41,App,5,5062.14,1919.43,Sul,25310.7,9597.15,15713.550000000001,May,2024-05-01,14,Produto_14,Acessório,SmartHub,46-60,M,PR,,
163,2024-07-13,4,6,Site,3,7452.08,3125.78,Norte,22356.239999999998,9377.34,12978.899999999998,Jul,2024-07-01,4,Produto_4,Acessório,TechOne,46-60,F,BA,536793.41,22.771958023851298
164,2024-05-07,13,25,Site,4,5441.23,5152.47,Norte,21764.92,20609.88,1155.0399999999972,May,2024-05-01,13,Produto_13,Smartphone,SmartHub,18-25,F,MG,,
165,2024-02-02,2,13,Marketplace,2,2527.19,2843.92,Centro-Oeste,5054.38,5687.84,-633.46,Feb,2024-02-01,2,Produto_2,Smartphone,NovaTech,36-45,F,SP,,
166,2024-06-24,5,34,App,5,3023.19,2209.54,Nordeste,15115.95,11047.7,4068.25,Jun,2024-06-01,5,Produto_5,Smartphone,NovaTech,46-60,M,RJ,242511.4,53.36185845283974
167,2024-01-22,11,8,App,4,4448.73,3254.04,Centro-Oeste,17794.92,13016.16,4778.759999999998,Jan,2024-01-01,11,Produto_11,Acessório,TechOne,46-60,F,PR,230049.16,71.02088962202687
168,2024-08-25,6,21,Site,4,6341.12,4326.79,Norte,25364.48,17307.16,8057.32,Aug,2024-08-01,6,Produto_6,Smartphone,DataX,46-60,F,MG,,
169,2024-06-06,18,34,App,2,2612.06,2705.9,Sudeste,5224.12,5411.8,-187.6800000000003,Jun,2024-06-01,18,Produto_18,Notebook,NovaTech,46-60,M,RJ,242511.4,53.36185845283974
170,2024-02-07,10,4,Site,5,4679.88,5638.15,Sudeste,23399.4,28190.75,-4791.3499999999985,Feb,2024-02-01,10,Produto_10,Acessório,TechOne,26-35,F,SP,,
171,2024-08-17,4,25,App,4,2830.44,1826.08,Sul,11321.76,7304.32,4017.4400000000005,Aug,2024-08-01,4,Produto_4,Acessório,TechOne,18-25,F,MG,,
172,2024-12-30,9,15,Marketplace,4,6544.58,2894.74,Sul,26178.32,11578.96,14599.36,Dec,2024-12-01,9,Produto_9,Acessório,NovaTech,18-25,F,RJ,,
173,2024-02-20,6,4,Site,1,3787.15,4561.01,Sudeste,3787.15,4561.01,-773.8600000000001,Feb,2024-02-01,6,Produto_6,Smartphone,DataX,26-35,F,SP,,
174,2024-09-20,2,45,Site,4,706.11,4159.6,Norte,2824.44,16638.4,-13813.960000000001,Sep,2024-09-01,2,Produto_2,Smartphone,NovaTech,26-35,F,RS,,
175,2024-10-09,17,12,Site,1,1411.81,5192.76,Sul,1411.81,5192.76,-3780.9500000000003,Oct,2024-10-01,17,Produto_17,Notebook,NovaTech,18-25,M,PR,,
176,2024-01-27,5,32,Site,5,582.73,5981.11,Centro-Oeste,2913.65,29905.55,-26991.899999999998,Jan,2024-01-01,5,Produto_5,Smartphone,NovaTech,46-60,F,SP,230049.16,71.02088962202687
177,2024-08-13,6,32,Site,5,4044.49,2607.0,Centro-Oeste,20222.449999999997,13035.0,7187.449999999997,Aug,2024-08-01,6,Produto_6,Smartphone,DataX,46-60,F,SP,,
178,2024-10-03,12,28,Site,5,940.06,738.01,Norte,4700.299999999999,3690.05,1010.2499999999991,Oct,2024-10-01,12,Produto_12,Acessório,SmartHub,26-35,F,BA,,
179,2024-10-12,10,13,Marketplace,3,1001.71,260.06,Sul,3005.13,780.1800000000001,2224.95,Oct,2024-10-01,10,Produto_10,Acessório,TechOne,36-45,F,SP,,
180,2024-04-06,6,31,App,5,7534.28,4383.11,Centro-Oeste,37671.4,21915.55,15755.850000000002,Apr,2024-04-01,6,Produto_6,Smartphone,DataX,36-45,F,MG,,
181,2024-10-10,8,14,Site,4,6993.98,5254.16,Sul,27975.92,21016.64,6959.279999999999,Oct,2024-10-01,8,Produto_8,Notebook,TechOne,36-45,M,RS,,
182,2024-11-12,2,20,Marketplace,2,3671.48,1386.62,Sul,7342.96,2773.24,4569.72,Nov,2024-11-01,2,Produto_2,Smartphone,NovaTech,18-25,F,BA,390819.29,42.07243455152892
183,2024-10-30,12,18,Site,1,7887.86,1018.01,Centro-Oeste,7887.86,1018.01,6869.849999999999,Oct,2024-10-01,12,Produto_12,Acessório,SmartHub,26-35,F,PR,,
184,2024-05-26,13,29,Marketplace,3,101.47,448.25,Sudeste,304.40999999999997,1344.75,-1040.3400000000001,May,2024-05-01,13,Produto_13,Smartphone,SmartHub,46-60,F,PR,,
185,2024-01-04,7,6,Site,5,4950.44,4950.4,Centro-Oeste,24752.199999999997,24752.0,0.19999999999708962,Jan,2024-01-01,7,Produto_7,Acessório,DataX,46-60,F,BA,230049.16,71.02088962202687
186,2024-02-04,10,32,Marketplace,5,4969.78,1923.38,Norte,24848.899999999998,9616.900000000001,15231.999999999996,Feb,2024-02-01,10,Produto_10,Acessório,TechOne,46-60,F,SP,,
187,2024-07-10,13,29,App,2,3713.8,2458.05,Nordeste,7427.6,4916.1,2511.5,Jul,2024-07-01,13,Produto_13,Smartphone,SmartHub,46-60,F,PR,536793.41,22.771958023851298
188,2024-02-18,17,43,Marketplace,2,3235.89,3056.28,Centro-Oeste,6471.78,6112.56,359.21999999999935,Feb,2024-02-01,17,Produto_17,Notebook,NovaTech,46-60,F,RJ,,
189,2024-01-17,14,2,Marketplace,3,3697.53,5049.56,Sul,11092.59,15148.68,-4056.09,Jan,2024-01-01,14,Produto_14,Acessório,SmartHub,26-35,M,MG,230049.16,71.02088962202687
190,2024-06-20,2,23,Site,1,3378.19,3932.93,Sul,3378.19,3932.93,-554.7399999999998,Jun,2024-06-01,2,Produto_2,Smartphone,NovaTech,26-35,F,PE,242511.4,53.36185845283974
191,2024-08-07,11,19,Marketplace,5,5870.89,3721.18,Centro-Oeste,29354.45,18605.899999999998,10748.550000000003,Aug,2024-08-01,11,Produto_11,Acessório,TechOne,46-60,M,PE,,
192,2024-06-06,1,31,Site,3,1169.31,1119.98,Nordeste,3507.93,3359.94,147.98999999999978,Jun,2024-06-01,1,Produto_1,Acessório,NovaTech,36-45,F,MG,242511.4,53.36185845283974
193,2024-02-15,19,5,Site,4,1661.35,3118.08,Centro-Oeste,6645.4,12472.32,-5826.92,Feb,2024-02-01,19,Produto_19,Notebook,NovaTech,36-45,F,MG,,
194,2024-01-06,4,19,Site,4,1526.09,4315.06,Nordeste,6104.36,17260.24,-11155.880000000001,Jan,2024-01-01,4,Produto_4,Acessório,TechOne,46-60,M,PE,230049.16,71.02088962202687
195,2024-04-08,19,34,App,3,2173.52,5841.7,Nordeste,6520.5599999999995,17525.1,-11004.539999999999,Apr,2024-04-01,19,Produto_19,Notebook,NovaTech,46-60,M,RJ,,
196,2024-08-20,11,10,Site,5,4249.54,1272.33,Norte,21247.7,6361.65,14886.050000000001,Aug,2024-08-01,11,Produto_11,Acessório,TechOne,18-25,F,SP,,
197,2024-02-06,8,25,App,3,978.55,136.5,Sul,2935.6499999999996,409.5,2526.1499999999996,Feb,2024-02-01,8,Produto_8,Notebook,TechOne,18-25,F,MG,,
198,2024-10-06,11,2,App,5,6958.54,525.78,Sul,34792.7,2628.8999999999996,32163.799999999996,Oct,2024-10-01,11,Produto_11,Acessório,TechOne,26-35,M,MG,,
199,2024-12-14,4,11,Marketplace,2,2449.16,2305.05,Nordeste,4898.32,4610.1,288.21999999999935,Dec,2024-12-01,4,Produto_4,Acessório,TechOne,36-45,F,RS,,
200,2024-10-28,17,50,Marketplace,3,1384.05,4937.62,Sul,4152.15,14812.86,-10660.710000000001,Oct,2024-10-01,17,Produto_17,Notebook,NovaTech,46-60,M,SP,,
201,2024-06-29,7,31,App,5,5437.41,122.28,Sudeste,27187.05,611.4,26575.649999999998,Jun,2024-06-01,7,Produto_7,Acessório,DataX,36-45,F,MG,242511.4,53.36185845283974
202,2024-04-04,8,15,Site,3,400.88,2783.85,Nordeste,1202.6399999999999,8351.55,-7148.91,Apr,2024-04-01,8,Produto_8,Notebook,TechOne,18-25,F,RJ,,
203,2024-04-08,3,9,Site,3,4997.75,2029.05,Sul,14993.25,6087.15,8906.1,Apr,2024-04-01,3,Produto_3,Acessório,TechOne,46-60,F,RJ,,
204,2024-07-06,2,23,Site,5,5615.77,390.69,Sudeste,28078.850000000002,1953.45,26125.4,Jul,2024-07-01,2,Produto_2,Smartphone,NovaTech,26-35,F,PE,536793.41,22.771958023851298
205,2024-04-25,15,19,Site,5,1797.84,2745.4,Norte,8989.199999999999,13727.0,-4737.800000000001,Apr,2024-04-01,15,Produto_15,Notebook,DataX,46-60,M,PE,,
206,2024-07-09,5,9,Site,1,431.52,1588.11,Sul,431.52,1588.11,-1156.59,Jul,2024-07-01,5,Produto_5,Smartphone,NovaTech,46-60,F,RJ,536793.41,22.771958023851298
207,2024-09-09,1,35,Site,3,2972.8,2163.16,Sudeste,8918.400000000001,6489.48,2428.920000000002,Sep,2024-09-01,1,Produto_1,Acessório,NovaTech,18-25,M,PR,,
208,2024-06-09,4,21,Marketplace,4,878.89,4257.24,Centro-Oeste,3515.56,17028.96,-13513.4,Jun,2024-06-01,4,Produto_4,Acessório,TechOne,46-60,F,MG,242511.4,53.36185845283974
209,2024-09-12,15,9,App,3,1020.18,3167.58,Centro-Oeste,3060.54,9502.74,-6442.2,Sep,2024-09-01,15,Produto_15,Notebook,DataX,46-60,F,RJ,,
210,2024-11-18,20,28,Site,3,2108.66,817.91,Sudeste,6325.98,2453.73,3872.2499999999995,Nov,2024-11-01,20,Produto_20,Notebook,SmartHub,26-35,F,BA,390819.29,42.07243455152892
211,2024-05-07,19,46,App,5,2434.2,5771.57,Nordeste,12171.0,28857.85,-16686.85,May,2024-05-01,19,Produto_19,Notebook,NovaTech,26-35,F,BA,,
212,2024-01-18,3,7,Site,3,4286.77,3844.59,Nordeste,12860.310000000001,11533.77,1326.5400000000009,Jan,2024-01-01,3,Produto_3,Acessório,TechOne,36-45,F,RJ,230049.16,71.02088962202687
213,2024-10-07,20,16,App,3,5459.3,4613.94,Sul,16377.900000000001,13841.82,2536.0800000000017,Oct,2024-10-01,20,Produto_20,Notebook,SmartHub,18-25,F,SP,,
214,2024-08-10,11,16,App,4,4782.89,548.94,Centro-Oeste,19131.56,2195.76,16935.800000000003,Aug,2024-08-01,11,Produto_11,Acessório,TechOne,18-25,F,SP,,
215,2024-02-23,17,33,App,5,1272.05,358.59,Nordeste,6360.25,1792.9499999999998,4567.3,Feb,2024-02-01,17,Produto_17,Notebook,NovaTech,36-45,F,BA,,
216,2024-02-27,13,4,App,3,1459.48,195.13,Nordeste,4378.4400000000005,585.39,3793.0500000000006,Feb,2024-02-01,13,Produto_13,Smartphone,SmartHub,26-35,F,SP,,
217,2024-11-18,11,4,Marketplace,2,7042.28,1197.66,Centro-Oeste,14084.56,2395.32,11689.24,Nov,2024-11-01,11,Produto_11,Acessório,TechOne,26-35,F,SP,390819.29,42.07243455152892
218,2024-12-25,2,39,Marketplace,1,4510.98,2533.3,Norte,4510.98,2533.3,1977.6799999999994,Dec,2024-12-01,2,Produto_2,Smartphone,NovaTech,26-35,M,MG,,
219,2024-06-22,9,40,App,4,6972.51,5620.09,Nordeste,27890.04,22480.36,5409.68,Jun,2024-06-01,9,Produto_9,Acessório,NovaTech,18-25,M,SP,242511.4,53.36185845283974
220,2024-10-06,2,17,App,3,3035.22,2785.79,Sudeste,9105.66,8357.369999999999,748.2900000000009,Oct,2024-10-01,2,Produto_2,Smartphone,NovaTech,36-45,M,PR,,
221,2024-04-23,9,37,App,2,4953.76,1798.31,Sul,9907.52,3596.62,6310.900000000001,Apr,2024-04-01,9,Produto_9,Acessório,NovaTech,36-45,M,PE,,
222,2024-10-14,9,39,Site,3,4236.94,3406.66,Nordeste,12710.82,10219.98,2490.84,Oct,2024-10-01,9,Produto_9,Acessório,NovaTech,26-35,M,MG,,
223,2024-12-07,8,29,Site,3,2621.08,742.65,Nordeste,7863.24,2227.95,5635.29,Dec,2024-12-01,8,Produto_8,Notebook,TechOne,46-60,F,PR,,
224,2024-05-30,17,36,Site,5,3812.33,3688.27,Norte,19061.65,18441.35,620.3000000000029,May,2024-05-01,17,Produto_17,Notebook,NovaTech,46-60,M,PR,,
225,2024-05-06,1,38,App,5,4069.68,3445.12,Sudeste,20348.399999999998,17225.6,3122.7999999999993,May,2024-05-01,1,Produto_1,Acessório,NovaTech,36-45,M,PR,,
226,2024-06-03,11,39,App,5,1686.09,4768.6,Sul,8430.449999999999,23843.0,-15412.550000000001,Jun,2024-06-01,11,Produto_11,Acessório,TechOne,26-35,M,MG,242511.4,53.36185845283974
227,2024-09-29,8,50,Site,2,2588.58,5921.19,Nordeste,5177.16,11842.38,-6665.219999999999,Sep,2024-09-01,8,Produto_8,Notebook,TechOne,46-60,M,SP,,
228,2024-04-13,10,37,Marketplace,3,6352.14,1565.17,Sul,19056.420000000002,4695.51,14360.910000000002,Apr,2024-04-01,10,Produto_10,Acessório,TechOne,36-45,M,PE,,
229,2024-10-25,7,35,Marketplace,1,7334.73,3097.17,Centro-Oeste,7334.73,3097.17,4237.5599999999995,Oct,2024-10-01,7,Produto_7,Acessório,DataX,18-25,M,PR,,
230,2024-09-02,3,7,Marketplace,4,2942.37,5460.48,Nordeste,11769.48,21841.92,-10072.439999999999,Sep,2024-09-01,3,Produto_3,Acessório,TechOne,36-45,F,RJ,,
231,2024-06-24,3,27,App,5,2525.08,4728.32,Nordeste,12625.4,23641.6,-11016.199999999999,Jun,2024-06-01,3,Produto_3,Acessório,TechOne,18-25,M,MG,242511.4,53.36185845283974
232,2024-02-08,18,28,Marketplace,5,1642.06,2965.45,Centro-Oeste,8210.3,14827.25,-6616.950000000001,Feb,2024-02-01,18,Produto_18,Notebook,NovaTech,26-35,F,BA,,
233,2024-06-18,5,22,Site,3,5460.08,5676.6,Norte,16380.24,17029.800000000003,-649.5600000000031,Jun,2024-06-01,5,Produto_5,Smartphone,NovaTech,26-35,M,RS,242511.4,53.36185845283974
234,2024-09-03,12,14,Marketplace,3,2652.49,418.84,Nordeste,7957.469999999999,1256.52,6700.949999999999,Sep,2024-09-01,12,Produto_12,Acessório,SmartHub,36-45,M,RS,,
235,2024-01-26,12,7,Site,2,7903.22,5591.51,Sul,15806.44,11183.02,4623.42,Jan,2024-01-01,12,Produto_12,Acessório,SmartHub,36-45,F,RJ,230049.16,71.02088962202687
236,2024-12-20,19,37,Marketplace,2,2672.91,379.0,Sudeste,5345.82,758.0,4587.82,Dec,2024-12-01,19,Produto_19,Notebook,NovaTech,36-45,M,PE,,
237,2024-11-01,6,22,Site,5,3213.67,3320.04,Sul,16068.35,16600.2,-531.8500000000004,Nov,2024-11-01,6,Produto_6,Smartphone,DataX,26-35,M,RS,390819.29,42.07243455152892
238,2024-01-13,2,5,Marketplace,3,4866.34,5351.41,Norte,14599.02,16054.23,-1455.2099999999991,Jan,2024-01-01,2,Produto_2,Smartphone,NovaTech,36-45,F,MG,230049.16,71.02088962202687
239,2024-11-11,12,2,Marketplace,1,6433.31,1635.31,Sudeste,6433.31,1635.31,4798.0,Nov,2024-11-01,12,Produto_12,Acessório,SmartHub,26-35,M,MG,390819.29,42.07243455152892
240,2024-11-08,19,27,Site,4,3809.2,2875.71,Sul,15236.8,11502.84,3733.959999999999,Nov,2024-11-01,19,Produto_19,Notebook,NovaTech,18-25,M,MG,390819.29,42.07243455152892
241,2024-02-05,5,21,App,3,3438.98,2000.03,Sul,10316.94,6000.09,4316.85,Feb,2024-02-01,5,Produto_5,Smartphone,NovaTech,46-60,F,MG,,
242,2024-06-21,12,38,Marketplace,3,7965.54,5716.69,Centro-Oeste,23896.62,17150.07,6746.549999999999,Jun,2024-06-01,12,Produto_12,Acessório,SmartHub,36-45,M,PR,242511.4,53.36185845283974
243,2024-01-20,17,15,App,2,182.9,4955.98,Norte,365.8,9911.96,-9546.16,Jan,2024-01-01,17,Produto_17,Notebook,NovaTech,18-25,F,RJ,230049.16,71.02088962202687
244,2024-11-16,17,21,Marketplace,4,7171.02,4277.29,Centro-Oeste,28684.08,17109.16,11574.920000000002,Nov,2024-11-01,17,Produto_17,Notebook,NovaTech,46-60,F,MG,390819.29,42.07243455152892
245,2024-09-20,10,10,App,5,1278.21,3558.75,Sudeste,6391.05,17793.75,-11402.7,Sep,2024-09-01,10,Produto_10,Acessório,TechOne,18-25,F,SP,,
246,2024-05-21,17,23,Site,3,6308.81,4937.9,Centro-Oeste,18926.43,14813.699999999999,4112.730000000001,May,2024-05-01,17,Produto_17,Notebook,NovaTech,26-35,F,PE,,
247,2024-05-22,15,39,Site,5,4981.66,2402.22,Norte,24908.3,12011.099999999999,12897.2,May,2024-05-01,15,Produto_15,Notebook,DataX,26-35,M,MG,,
248,2024-04-01,12,5,Site,3,2800.59,2729.51,Nordeste,8401.77,8188.530000000001,213.23999999999978,Apr,2024-04-01,12,Produto_12,Acessório,SmartHub,36-45,F,MG,,
249,2024-12-19,16,1,Marketplace,5,7003.61,4401.61,Nordeste,35018.049999999996,22008.05,13009.999999999996,Dec,2024-12-01,16,Produto_16,Smartphone,NovaTech,26-35,F,SP,,
250,2024-11-17,19,13,Site,4,201.97,2197.91,Sudeste,807.88,8791.64,-7983.759999999999,Nov,2024-11-01,19,Produto_19,Notebook,NovaTech,36-45,F,SP,390819.29,42.07243455152892
251,2024-10-14,8,21,App,2,1890.86,458.29,Nordeste,3781.72,916.58,2865.14,Oct,2024-10-01,8,Produto_8,Notebook,TechOne,46-60,F,MG,,
252,2024-08-02,17,26,App,4,4578.45,520.06,Centro-Oeste,18313.8,2080.24,16233.56,Aug,2024-08-01,17,Produto_17,Notebook,NovaTech,26-35,M,SP,,
253,2024-12-07,5,50,App,1,2877.18,762.95,Sudeste,2877.18,762.95,2114.2299999999996,Dec,2024-12-01,5,Produto_5,Smartphone,NovaTech,46-60,M,SP,,
254,2024-02-20,16,45,Marketplace,2,4921.98,5228.51,Norte,9843.96,10457.02,-613.0600000000013,Feb,2024-02-01,16,Produto_16,Smartphone,NovaTech,26-35,F,RS,,
255,2024-06-01,6,21,Marketplace,4,290.47,2875.58,Sudeste,1161.88,11502.32,-10340.439999999999,Jun,2024-06-01,6,Produto_6,Smartphone,DataX,46-60,F,MG,242511.4,53.36185845283974
256,2024-07-04,8,18,App,1,1020.03,4300.26,Sudeste,1020.03,4300.26,-3280.2300000000005,Jul,2024-07-01,8,Produto_8,Notebook,TechOne,26-35,F,PR,536793.41,22.771958023851298
257,2024-03-03,18,37,Marketplace,3,1104.06,2406.02,Sul,3312.18,7218.0599999999995,-3905.8799999999997,Mar,2024-03-01,18,Produto_18,Notebook,NovaTech,36-45,M,PE,541782.03,12.319602036265396
258,2024-07-08,12,45,Marketplace,3,1595.34,1611.57,Sul,4786.0199999999995,4834.71,-48.69000000000051,Jul,2024-07-01,12,Produto_12,Acessório,SmartHub,26-35,F,RS,536793.41,22.771958023851298
259,2024-05-04,15,32,App,5,3728.72,2135.38,Sudeste,18643.6,10676.900000000001,7966.699999999997,May,2024-05-01,15,Produto_15,Notebook,DataX,46-60,F,SP,,
260,2024-05-29,9,36,Marketplace,2,6041.82,4781.56,Nordeste,12083.64,9563.12,2520.5199999999986,May,2024-05-01,9,Produto_9,Acessório,NovaTech,46-60,M,PR,,
261,2024-11-09,13,17,Site,3,7253.76,3781.28,Sul,21761.28,11343.84,10417.439999999999,Nov,2024-11-01,13,Produto_13,Smartphone,SmartHub,36-45,M,PR,390819.29,42.07243455152892
262,2024-02-27,15,35,Site,2,6699.44,5630.83,Norte,13398.88,11261.66,2137.2199999999993,Feb,2024-02-01,15,Produto_15,Notebook,DataX,18-25,M,PR,,
263,2024-12-07,10,49,Marketplace,3,1655.41,4103.85,Centro-Oeste,4966.2300000000005,12311.550000000001,-7345.320000000001,Dec,2024-12-01,10,Produto_10,Acessório,TechOne,26-35,M,PR,,
264,2024-10-31,16,11,App,5,3585.09,3455.48,Sul,17925.45,17277.4,648.0499999999993,Oct,2024-10-01,16,Produto_16,Smartphone,NovaTech,36-45,F,RS,,
265,2024-06-28,7,21,Marketplace,4,1675.35,3692.36,Sudeste,6701.4,14769.44,-8068.040000000001,Jun,2024-06-01,7,Produto_7,Acessório,DataX,46-60,F,MG,242511.4,53.36185845283974
266,2024-06-18,17,26,Marketplace,5,2189.33,5658.84,Nordeste,10946.65,28294.2,-17347.550000000003,Jun,2024-06-01,17,Produto_17,Notebook,NovaTech,26-35,M,SP,242511.4,53.36185845283974
267,2024-11-21,7,4,Site,1,4078.02,4746.15,Centro-Oeste,4078.02,4746.15,-668.1299999999997,Nov,2024-11-01,7,Produto_7,Acessório,DataX,26-35,F,SP,390819.29,42.07243455152892
268,2024-09-27,14,34,Marketplace,3,638.06,222.32,Sul,1914.1799999999998,666.96,1247.2199999999998,Sep,2024-09-01,14,Produto_14,Acessório,SmartHub,46-60,M,RJ,,
269,2024-02-23,15,48,App,1,1823.58,3242.11,Nordeste,1823.58,3242.11,-1418.5300000000002,Feb,2024-02-01,15,Produto_15,Notebook,DataX,26-35,M,PR,,
270,2024-04-10,7,18,App,1,7489.49,4154.96,Nordeste,7489.49,4154.96,3334.5299999999997,Apr,2024-04-01,7,Produto_7,Acessório,DataX,26-35,F,PR,,
271,2024-09-20,9,40,App,2,3782.32,4512.29,Nordeste,7564.64,9024.58,-1459.9399999999996,Sep,2024-09-01,9,Produto_9,Acessório,NovaTech,18-25,M,SP,,
272,2024-02-22,19,35,Marketplace,3,3618.55,1341.8,Sudeste,10855.650000000001,4025.3999999999996,6830.250000000002,Feb,2024-02-01,19,Produto_19,Notebook,NovaTech,18-25,M,PR,,
273,2024-02-29,16,41,Site,1,215.08,5213.69,Norte,215.08,5213.69,-4998.61,Feb,2024-02-01,16,Produto_16,Smartphone,NovaTech,46-60,M,PR,,
274,2024-04-17,8,29,App,4,2054.46,5738.59,Nordeste,8217.84,22954.36,-14736.52,Apr,2024-04-01,8,Produto_8,Notebook,TechOne,46-60,F,PR,,
275,2024-01-05,18,29,App,1,6943.71,1481.35,Centro-Oeste,6943.71,1481.35,5462.360000000001,Jan,2024-01-01,18,Produto_18,Notebook,NovaTech,46-60,F,PR,230049.16,71.02088962202687
276,2024-04-12,18,38,Marketplace,4,1400.56,5305.08,Sul,5602.24,21220.32,-15618.08,Apr,2024-04-01,18,Produto_18,Notebook,NovaTech,36-45,M,PR,,
277,2024-07-14,20,42,App,2,3379.49,654.11,Centro-Oeste,6758.98,1308.22,5450.759999999999,Jul,2024-07-01,20,Produto_20,Notebook,SmartHub,26-35,M,PR,536793.41,22.771958023851298
278,2024-09-18,7,21,Site,1,213.21,409.78,Sudeste,213.21,409.78,-196.56999999999996,Sep,2024-09-01,7,Produto_7,Acessório,DataX,46-60,F,MG,,
279,2024-12-30,3,42,Site,5,3878.85,845.0,Sudeste,19394.25,4225.0,15169.25,Dec,2024-12-01,3,Produto_3,Acessório,TechOne,26-35,M,PR,,
280,2024-12-15,18,13,Site,2,266.07,421.83,Centro-Oeste,532.14,843.66,-311.52,Dec,2024-12-01,18,Produto_18,Notebook,NovaTech,36-45,F,SP,,
281,2024-02-16,10,49,Marketplace,4,6574.92,5082.47,Norte,26299.68,20329.88,5969.799999999999,Feb,2024-02-01,10,Produto_10,Acessório,TechOne,26-35,M,PR,,
282,2024-12-20,7,41,Site,2,6616.34,429.58,Sudeste,13232.68,859.16,12373.52,Dec,2024-12-01,7,Produto_7,Acessório,DataX,46-60,M,PR,,
283,2024-11-06,17,17,Site,1,6323.16,1688.25,Sudeste,6323.16,1688.25,4634.91,Nov,2024-11-01,17,Produto_17,Notebook,NovaTech,36-45,M,PR,390819.29,42.07243455152892
284,2024-11-03,14,9,Marketplace,3,2338.58,694.24,Centro-Oeste,7015.74,2082.7200000000003,4933.0199999999995,Nov,2024-11-01,14,Produto_14,Acessório,SmartHub,46-60,F,RJ,390819.29,42.07243455152892
